"userid","country","groups","deviceid","device","sellerid","itemid","date","views","clicks","revenue"
7180,"GB","control",12273,"Web",166,1423,2017-05-21,3,0,0
4526,"US","treatment",15665,"Android",126,1170,2017-05-15,7,3,0
4175,"CA","treatment",9708,"Web",393,1756,2017-05-17,9,1,0
5341,"GB","treatment",14359,"Web",426,2952,2017-05-11,3,0,0
7170,"US","treatment",13154,"Ios",220,2554,2017-05-18,5,0,0
2708,"GB","control",17080,"Android",228,1394,2017-05-08,7,3,0
6672,"CN","control",8786,"Other",463,2469,2017-05-21,9,0,0
1246,"CN","treatment",11371,"Web",285,1408,2017-05-12,4,0,0
5571,"CN","treatment",18653,"Android",158,1460,2017-05-18,7,1,0
8002,"GB","treatment",13079,"Web",500,1073,2017-05-14,5,1,0
1926,"US","treatment",19605,"Android",264,2252,2017-05-16,6,0,0
6615,"GB","treatment",11420,"Web",395,1642,2017-05-09,5,0,0
7739,"GB","control",7683,"Other",453,1631,2017-05-14,8,2,0
5199,"US","treatment",15089,"Other",411,2518,2017-05-09,2,1,0
2058,"CN","treatment",6930,"Other",124,2552,2017-05-08,4,1,0
7686,"CN","control",15877,"Android",388,1516,2017-05-13,5,1,98.0004626882557
2579,"CA","control",6980,"Ios",136,2073,2017-05-21,5,3,0
2573,"CN","control",11824,"Web",294,1895,2017-05-17,9,5,95.1923266271352
3466,"GB","control",15857,"Android",100,1289,2017-05-09,7,3,0
9551,"CA","treatment",8566,"Ios",478,2222,2017-05-13,9,2,0
5573,"CN","control",13576,"Ios",403,2359,2017-05-13,3,0,0
7865,"CA","control",10725,"Web",144,2385,2017-05-10,3,0,0
9281,"CA","control",17109,"Web",297,1381,2017-05-19,4,0,0
2129,"US","treatment",8356,"Web",301,2533,2017-05-21,9,0,0
9063,"CN","treatment",5737,"Android",251,1458,2017-05-10,6,0,0
4761,"US","treatment",8087,"Other",477,2000,2017-05-17,4,1,0
1575,"US","control",12158,"Other",225,2136,2017-05-10,4,1,0
3545,"CN","treatment",5161,"Other",237,2139,2017-05-09,5,0,0
6653,"GB","treatment",9778,"Ios",485,2570,2017-05-14,5,2,0
7494,"US","control",18352,"Web",253,1553,2017-05-17,4,0,0
4306,"GB","treatment",13516,"Web",259,1534,2017-05-08,5,1,0
5416,"US","control",13372,"Android",309,2474,2017-05-12,7,1,0
1524,"US","control",15416,"Android",494,2276,2017-05-11,8,2,0
5593,"CA","treatment",17757,"Other",339,2725,2017-05-12,3,0,0
7035,"CA","control",15163,"Android",175,2797,2017-05-13,3,1,0
6808,"CA","treatment",13759,"Ios",128,2287,2017-05-08,2,0,0
9454,"US","control",13592,"Web",393,1980,2017-05-16,3,1,0
1297,"CN","control",7522,"Other",138,1329,2017-05-08,6,0,0
3637,"CA","treatment",5076,"Web",360,2507,2017-05-13,5,3,0
7984,"CN","treatment",5695,"Other",110,1894,2017-05-19,4,1,0
4869,"US","control",17536,"Android",293,2036,2017-05-10,8,3,0
5966,"CA","treatment",15055,"Android",482,1649,2017-05-08,6,1,94.1291974169302
2041,"CA","control",14082,"Ios",233,1531,2017-05-13,6,2,0
9019,"US","control",6718,"Android",346,2036,2017-05-09,10,2,104.325435563529
4376,"US","treatment",14657,"Ios",248,2942,2017-05-14,10,1,0
9320,"CA","treatment",12419,"Web",247,2132,2017-05-15,4,1,0
5268,"GB","treatment",15849,"Web",428,2636,2017-05-09,7,1,0
2044,"CA","treatment",9814,"Web",456,2763,2017-05-17,3,2,0
5145,"CA","control",8421,"Web",334,2616,2017-05-18,4,2,0
5922,"GB","control",14340,"Other",450,1531,2017-05-14,5,0,0
6306,"CA","treatment",8532,"Android",438,1034,2017-05-13,3,1,0
7149,"CN","control",14896,"Other",104,2405,2017-05-20,5,2,0
1287,"US","treatment",14953,"Other",317,2003,2017-05-14,4,2,0
9738,"CA","treatment",10301,"Web",404,1788,2017-05-15,7,0,0
7000,"US","treatment",8370,"Web",151,2284,2017-05-13,9,1,0
4473,"CN","treatment",8562,"Android",431,1252,2017-05-13,5,1,0
6811,"US","control",7912,"Ios",382,1056,2017-05-18,3,1,0
3462,"CN","control",12557,"Web",273,2638,2017-05-14,6,1,0
1528,"CN","control",16209,"Android",298,2302,2017-05-09,3,1,0
9563,"CN","control",15982,"Android",250,1490,2017-05-14,8,0,0
4261,"US","treatment",16071,"Android",499,2341,2017-05-18,3,2,0
9867,"US","control",14783,"Android",390,1669,2017-05-17,6,1,0
3824,"CN","control",7689,"Other",406,1072,2017-05-19,6,2,92.7177246206183
1497,"US","treatment",8750,"Other",427,2867,2017-05-13,11,0,0
8407,"US","treatment",7907,"Other",383,1174,2017-05-10,3,0,0
8653,"CN","control",12950,"Ios",444,1135,2017-05-14,7,2,109.836090820381
6186,"US","control",9177,"Android",157,2058,2017-05-19,1,0,0
8931,"GB","control",10032,"Web",124,2458,2017-05-18,4,0,0
5995,"CA","treatment",19998,"Android",249,1375,2017-05-18,3,1,123.303149260431
1546,"US","treatment",5253,"Web",398,2139,2017-05-15,10,3,0
9497,"CA","control",14568,"Ios",286,1885,2017-05-14,2,0,0
8733,"CN","control",17382,"Other",291,1545,2017-05-20,6,1,0
2345,"US","treatment",13392,"Web",291,1935,2017-05-17,5,1,0
3568,"US","treatment",7804,"Other",490,2443,2017-05-21,4,1,0
7266,"US","treatment",8971,"Android",209,2809,2017-05-15,7,0,0
9687,"GB","control",7587,"Android",152,1244,2017-05-21,8,2,0
1757,"US","control",16268,"Web",317,1888,2017-05-08,6,2,120.65707944748
2002,"CA","control",7324,"Ios",204,2715,2017-05-17,4,2,0
6839,"US","control",10089,"Android",413,2580,2017-05-18,5,0,0
8435,"CA","control",18554,"Web",459,1230,2017-05-21,5,2,75.6234472740355
5099,"US","control",9167,"Web",379,1706,2017-05-10,7,0,0
2092,"GB","treatment",6626,"Web",250,1110,2017-05-19,1,1,0
5166,"GB","control",14254,"Web",241,1814,2017-05-20,2,0,0
2049,"US","treatment",16990,"Android",308,2873,2017-05-16,6,2,0
9604,"US","treatment",10303,"Ios",265,2236,2017-05-10,3,0,0
2356,"US","treatment",14066,"Web",299,2735,2017-05-21,5,0,0
3451,"US","control",11619,"Android",150,1616,2017-05-14,9,2,0
9934,"US","treatment",10811,"Android",431,1382,2017-05-11,6,1,0
4301,"CN","control",17024,"Android",466,1674,2017-05-12,7,1,0
9351,"US","control",10391,"Other",476,1923,2017-05-21,5,0,0
2282,"US","treatment",13329,"Web",446,1605,2017-05-19,5,1,0
6864,"GB","control",7823,"Web",170,2410,2017-05-15,14,4,0
5682,"US","treatment",9522,"Ios",416,1565,2017-05-17,9,2,0
4299,"CA","treatment",9117,"Ios",184,2125,2017-05-15,12,3,92.8635533758955
1067,"CN","control",6774,"Ios",423,2930,2017-05-17,6,2,0
9395,"US","treatment",18531,"Web",498,1757,2017-05-13,4,0,0
6038,"US","control",19587,"Ios",285,2650,2017-05-10,4,1,0
7186,"GB","treatment",18146,"Android",185,1836,2017-05-11,5,0,0
5143,"CN","treatment",16948,"Android",456,1365,2017-05-19,2,0,0
6324,"US","control",7715,"Android",364,1316,2017-05-14,6,0,0
4942,"GB","treatment",15219,"Ios",310,2850,2017-05-17,2,0,0
6331,"CA","treatment",11198,"Ios",237,1216,2017-05-11,7,0,0
6547,"GB","treatment",14111,"Ios",397,2212,2017-05-10,7,3,0
5419,"CN","treatment",19588,"Other",319,2170,2017-05-15,7,0,0
4542,"US","treatment",6285,"Android",339,1853,2017-05-15,7,1,0
5252,"GB","treatment",13215,"Android",131,2858,2017-05-09,7,1,0
5608,"CN","control",19566,"Android",309,1904,2017-05-14,4,2,0
9455,"CN","treatment",13303,"Web",164,1537,2017-05-11,2,0,0
7143,"CN","treatment",18013,"Other",266,2725,2017-05-21,4,0,0
2225,"US","control",14045,"Ios",198,2935,2017-05-17,5,3,0
3713,"US","treatment",17915,"Android",326,2876,2017-05-10,7,2,0
5037,"US","control",8061,"Ios",112,1319,2017-05-17,3,1,0
6349,"US","treatment",16924,"Ios",216,2457,2017-05-14,10,1,0
2504,"GB","treatment",15620,"Ios",487,1680,2017-05-20,4,3,86.0156833560867
9740,"US","treatment",12376,"Other",452,2098,2017-05-14,10,1,129.079197405637
4775,"CN","control",9976,"Ios",364,2594,2017-05-19,2,1,0
3444,"US","treatment",13080,"Other",128,1596,2017-05-09,4,0,0
7782,"GB","treatment",13885,"Ios",239,2072,2017-05-09,9,3,0
1128,"US","control",10202,"Web",150,2340,2017-05-20,3,0,0
5895,"US","control",14895,"Android",193,1526,2017-05-19,3,3,0
6383,"GB","treatment",9557,"Web",147,1511,2017-05-15,9,1,0
3157,"US","treatment",15295,"Other",379,2130,2017-05-10,4,0,0
3011,"US","treatment",13019,"Android",314,1494,2017-05-11,8,3,130.744682922151
8137,"CA","treatment",13559,"Android",183,1105,2017-05-19,5,1,0
9463,"US","treatment",12988,"Web",333,1121,2017-05-11,7,1,0
1020,"US","control",12919,"Web",320,2958,2017-05-13,7,1,0
1566,"GB","treatment",12597,"Web",321,1919,2017-05-21,4,0,0
5526,"GB","control",15541,"Other",150,1535,2017-05-13,3,0,0
4047,"US","treatment",15698,"Android",402,1990,2017-05-08,8,1,0
3729,"US","control",17811,"Android",384,1286,2017-05-15,5,0,0
6274,"US","control",11486,"Web",153,1504,2017-05-08,6,2,79.3399565269874
3696,"GB","control",14589,"Ios",451,1139,2017-05-17,2,0,0
2488,"CA","treatment",6117,"Android",285,1139,2017-05-20,8,3,0
8083,"CN","treatment",19562,"Other",153,1743,2017-05-11,16,3,0
6018,"CA","control",7073,"Ios",166,1924,2017-05-14,8,1,0
2604,"US","treatment",15927,"Web",100,2061,2017-05-11,8,0,0
9962,"CN","treatment",8047,"Web",440,2392,2017-05-21,9,1,0
9343,"CA","control",5751,"Other",452,2542,2017-05-21,3,0,0
4819,"US","treatment",15593,"Web",100,1324,2017-05-16,6,2,0
6107,"CN","treatment",18334,"Android",402,1149,2017-05-11,10,3,110.046240953364
7600,"GB","treatment",14876,"Web",179,2333,2017-05-10,3,1,0
8359,"GB","treatment",5811,"Android",128,1412,2017-05-08,4,0,0
2425,"US","control",10791,"Other",372,2447,2017-05-18,5,1,0
5954,"GB","treatment",8365,"Other",268,2225,2017-05-19,9,2,104.274802537647
3778,"US","control",8802,"Android",146,1564,2017-05-11,3,0,0
NA,"GB","control",16901,"Web",494,2217,2017-05-16,3,0,0
4572,"US","treatment",19439,"Ios",248,1868,2017-05-08,2,0,0
5820,"GB","treatment",10991,"Android",300,1735,2017-05-11,5,2,0
1417,"CN","control",9221,"Other",226,2351,2017-05-19,3,0,0
7683,"CN","control",11019,"Web",221,1820,2017-05-13,5,3,0
6462,"CN","control",15187,"Web",499,1047,2017-05-17,5,1,0
6855,"US","control",14702,"Android",408,1897,2017-05-17,4,1,0
8822,"CN","treatment",5838,"Other",319,1953,2017-05-18,6,1,0
2230,"US","treatment",15088,"Ios",363,1715,2017-05-10,3,2,0
5614,"CA","control",11512,"Ios",190,2585,2017-05-09,8,0,0
8260,"GB","treatment",16504,"Web",206,2028,2017-05-14,10,1,0
8784,"CA","control",19902,"Other",281,1593,2017-05-19,4,2,0
9686,"CA","control",5384,"Android",441,2679,2017-05-15,9,3,0
7231,"GB","treatment",8989,"Other",365,2659,2017-05-17,8,1,0
1629,"US","treatment",11136,"Other",254,1153,2017-05-08,4,1,0
6017,"US","treatment",6177,"Web",447,2893,2017-05-09,3,0,0
4393,"CA","treatment",5655,"Android",460,2680,2017-05-19,8,2,0
8665,"CA","control",16230,"Web",421,1659,2017-05-16,13,3,126.335314825647
3657,"US","control",17259,"Android",433,2301,2017-05-13,2,0,0
8299,"GB","control",5474,"Ios",238,1852,2017-05-20,7,2,0
2801,"US","treatment",6963,"Other",475,2387,2017-05-20,7,3,0
7045,"US","treatment",18532,"Android",380,1362,2017-05-17,5,1,0
5416,"US","control",13372,"Android",309,2474,2017-05-21,8,3,93.3748761408891
6467,"US","treatment",10010,"Android",268,2932,2017-05-21,2,0,0
9818,"GB","control",15305,"Other",479,2624,2017-05-13,3,0,0
1184,"CA","treatment",19711,"Web",190,2355,2017-05-16,5,2,0
8018,"US","treatment",5432,"Ios",181,1243,2017-05-19,1,0,0
4981,"CN","control",18143,"Ios",235,2295,2017-05-12,9,4,0
6852,"US","treatment",9305,"Ios",219,2006,2017-05-15,4,0,0
7623,"CN","treatment",15560,"Web",102,2206,2017-05-16,4,0,0
3462,"CN","control",12557,"Web",273,2638,2017-05-12,9,1,0
9580,"CA","treatment",17928,"Web",225,2619,2017-05-09,3,0,0
2238,"GB","treatment",8703,"Ios",288,2794,2017-05-19,3,0,0
8405,"CA","control",19354,"Android",273,2060,2017-05-15,5,1,0
5583,"GB","control",18898,"Ios",125,1206,2017-05-18,3,0,0
7548,"CA","treatment",8593,"Web",130,1248,2017-05-18,4,0,0
7305,"US","treatment",14057,"Android",468,2219,2017-05-09,3,1,104.230256655041
3680,"CA","control",7777,"Web",256,2880,2017-05-18,3,1,0
5720,"CN","control",12139,"Android",197,2433,2017-05-11,11,1,81.2283293549773
7776,"CN","control",14119,"Other",312,1496,2017-05-10,3,1,0
5440,"CA","control",10506,"Other",245,2518,2017-05-13,8,1,0
3741,"US","control",17356,"Ios",178,2687,2017-05-09,2,0,0
4708,"US","control",18485,"Android",241,1170,2017-05-13,6,2,100.744689369374
2709,"US","treatment",8180,"Web",342,2300,2017-05-21,6,2,0
6821,"US","control",8374,"Ios",130,2133,2017-05-18,9,1,0
6620,"US","treatment",8573,"Android",445,1003,2017-05-11,5,1,0
2223,"GB","control",8814,"Ios",449,1547,2017-05-11,6,3,0
6970,"GB","treatment",11373,"Other",417,1663,2017-05-19,5,0,0
9590,"CN","control",15396,"Other",395,2630,2017-05-08,6,4,0
8566,"CN","treatment",16396,"Other",188,1189,2017-05-13,5,1,0
5698,"CN","control",15153,"Web",254,1955,2017-05-14,6,0,0
6018,"CA","control",7073,"Ios",166,1924,2017-05-13,2,0,0
4243,"CN","control",12048,"Web",461,2944,2017-05-20,7,2,0
5111,"GB","control",5540,"Other",422,2032,2017-05-10,3,1,0
3383,"GB","control",12864,"Ios",283,1848,2017-05-14,3,0,0
7326,"GB","control",6131,"Other",272,1030,2017-05-20,5,0,0
8072,"CA","control",6254,"Other",313,2519,2017-05-08,3,0,0
7871,"US","treatment",10605,"Other",188,1884,2017-05-15,6,1,0
6227,"GB","control",9629,"Android",357,1804,2017-05-13,6,1,97.4737810990161
6558,"CA","treatment",8464,"Ios",204,2580,2017-05-15,5,0,0
8192,"GB","treatment",14880,"Web",424,2644,2017-05-16,11,3,0
7219,"CA","treatment",18887,"Android",305,2528,2017-05-18,3,1,0
2210,"US","treatment",9258,"Web",269,2300,2017-05-20,5,3,0
4902,"US","control",18159,"Other",453,1369,2017-05-20,3,1,0
4159,"GB","treatment",15746,"Other",416,1023,2017-05-11,6,2,0
6446,"US","control",17641,"Other",191,2876,2017-05-12,6,0,0
8945,"US","control",9225,"Web",378,1455,2017-05-17,10,1,0
8968,"US","treatment",14869,"Android",218,1712,2017-05-20,4,1,0
8472,"US","control",11596,"Other",500,2148,2017-05-13,5,0,0
6992,"CN","treatment",6203,"Android",105,2900,2017-05-11,5,0,0
8838,"US","control",6082,"Android",406,1934,2017-05-14,10,1,0
4870,"CA","treatment",15802,"Android",367,2878,2017-05-15,5,0,0
9824,"CN","control",14950,"Web",214,1080,2017-05-11,6,0,0
3346,"GB","control",15734,"Ios",429,1051,2017-05-21,3,1,0
9078,"CN","control",12162,"Ios",278,1429,2017-05-17,1,1,0
8011,"US","treatment",19475,"Web",356,1332,2017-05-12,7,0,0
6236,"CN","treatment",12366,"Android",180,1779,2017-05-20,3,1,0
6733,"GB","control",9297,"Web",440,1948,2017-05-08,8,3,0
3260,"US","control",9017,"Web",377,1397,2017-05-08,3,1,0
5699,"GB","treatment",6104,"Ios",321,1365,2017-05-13,4,0,0
4133,"US","control",18894,"Android",342,2670,2017-05-15,7,3,0
4966,"US","treatment",18950,"Web",397,2344,2017-05-13,5,0,0
9117,"US","control",14662,"Ios",329,2056,2017-05-16,3,1,0
6516,"CA","control",14876,"Web",206,1398,2017-05-20,9,0,0
8227,"CN","treatment",12804,"Web",422,1979,2017-05-09,7,1,0
5168,"CA","control",15595,"Android",198,2369,2017-05-16,7,2,0
3944,"US","control",13567,"Web",255,1318,2017-05-12,7,1,0
6181,"US","control",8955,"Android",451,1442,2017-05-20,3,1,0
1034,"GB","control",13259,"Other",172,1825,2017-05-18,4,0,0
1061,"US","control",17752,"Android",409,2511,2017-05-08,7,3,94.0262812800154
4024,"GB","treatment",6864,"Ios",290,1062,2017-05-19,4,1,84.1488782618818
5498,"US","treatment",5232,"Ios",207,2723,2017-05-11,9,2,0
8329,"GB","control",10756,"Android",346,1073,2017-05-19,1,0,0
9289,"US","control",17775,"Web",101,2838,2017-05-08,7,1,0
1989,"CA","control",9256,"Ios",466,2428,2017-05-21,6,0,0
6588,"GB","control",17479,"Android",416,2026,2017-05-11,5,1,0
6376,"US","control",19788,"Web",360,1911,2017-05-21,6,1,0
6547,"GB","treatment",14111,"Ios",397,2212,2017-05-14,7,0,0
4973,"US","control",19433,"Ios",118,2607,2017-05-16,7,0,0
8038,"CN","control",8298,"Web",321,1661,2017-05-08,7,3,0
9979,"GB","control",9859,"Android",473,2911,2017-05-15,7,2,0
5780,"CN","treatment",7091,"Ios",138,3000,2017-05-20,3,1,0
2868,"CA","control",15349,"Web",482,1117,2017-05-14,6,2,0
4884,"US","treatment",14636,"Web",256,2537,2017-05-17,6,1,138.452809681294
3982,"CN","treatment",17225,"Ios",128,2936,2017-05-09,6,0,0
6483,"US","treatment",17900,"Android",476,1931,2017-05-20,5,2,0
9170,"GB","control",16462,"Android",105,2710,2017-05-10,4,0,0
9046,"CN","treatment",7628,"Android",211,1067,2017-05-12,5,1,0
4197,"GB","control",13976,"Ios",198,2873,2017-05-18,6,1,104.448884946327
4973,"US","control",19433,"Ios",118,2607,2017-05-18,8,0,0
7573,"CN","control",9938,"Other",240,1380,2017-05-16,6,1,0
4621,"CA","treatment",19601,"Web",139,1256,2017-05-11,8,0,0
6661,"CN","control",6488,"Other",354,2777,2017-05-14,12,3,0
4094,"US","treatment",13121,"Ios",442,2825,2017-05-11,9,0,0
5433,"GB","control",8113,"Web",113,2281,2017-05-18,7,1,89.5069138800759
2764,"US","treatment",15845,"Ios",178,2929,2017-05-12,4,0,0
6080,"GB","treatment",6457,"Other",212,2446,2017-05-15,4,1,0
6975,"US","treatment",5146,"Ios",153,2460,2017-05-13,8,5,0
2215,"US","treatment",9717,"Other",498,2299,2017-05-10,5,1,0
6137,"CA","control",5587,"Ios",407,1565,2017-05-20,6,1,0
9942,"CA","control",12577,"Android",469,1982,2017-05-21,5,0,0
8267,"US","treatment",13090,"Web",301,1864,2017-05-16,3,1,0
7128,"US","control",5299,"Other",189,1071,2017-05-08,7,1,0
1666,"US","control",5516,"Ios",216,2989,2017-05-09,3,0,0
1270,"US","treatment",16518,"Other",156,2808,2017-05-19,1,1,0
2300,"CN","treatment",19983,"Ios",457,1079,2017-05-08,6,3,88.9058831397398
7799,"CN","treatment",6409,"Ios",373,2045,2017-05-19,4,1,0
1541,"CN","control",15042,"Ios",222,2191,2017-05-14,5,0,0
7732,"GB","treatment",13180,"Ios",352,1896,2017-05-08,6,1,0
4450,"GB","control",17843,"Android",137,2592,2017-05-20,4,2,0
6329,"GB","control",12993,"Android",218,1451,2017-05-15,8,3,106.406524682169
5638,"US","treatment",8420,"Other",421,1828,2017-05-18,2,1,0
3603,"CA","treatment",16830,"Android",479,1710,2017-05-15,9,1,0
8027,"GB","control",13119,"Ios",192,2064,2017-05-16,4,0,0
4911,"CA","treatment",15044,"Other",263,1096,2017-05-12,5,1,0
7914,"US","treatment",7297,"Other",114,2368,2017-05-14,6,3,0
8877,"CN","treatment",17996,"Ios",193,2012,2017-05-08,3,0,0
6484,"US","control",17556,"Other",436,1178,2017-05-13,3,0,0
9814,"CN","treatment",19406,"Android",233,2862,2017-05-13,12,2,0
7751,"GB","treatment",9129,"Android",208,2297,2017-05-14,4,1,0
3118,"GB","treatment",10240,"Android",173,2282,2017-05-18,8,1,85.3263929925801
4389,"CN","control",19294,"Web",169,1672,2017-05-08,4,0,0
7176,"CA","control",5074,"Ios",137,1532,2017-05-19,4,3,0
1679,"US","treatment",17151,"Web",226,1308,2017-05-10,5,3,122.992533496501
6308,"US","treatment",5949,"Ios",407,2862,2017-05-10,6,1,92.3588065450869
4221,"US","treatment",12110,"Android",335,1438,2017-05-11,6,1,0
8067,"GB","control",6765,"Android",293,2140,2017-05-16,6,2,0
4338,"GB","treatment",14821,"Other",442,2181,2017-05-11,4,0,0
6317,"US","control",17769,"Android",466,2388,2017-05-15,5,0,0
7406,"US","treatment",17488,"Ios",318,1354,2017-05-10,3,0,0
6679,"US","control",15837,"Web",208,1126,2017-05-16,4,0,0
5259,"CN","treatment",8004,"Android",206,1047,2017-05-17,5,0,0
4832,"CN","treatment",17483,"Ios",270,2782,2017-05-11,4,0,0
6246,"CN","control",19154,"Other",109,2761,2017-05-11,4,1,0
6909,"US","treatment",13585,"Ios",280,1867,2017-05-15,6,2,0
1699,"US","treatment",18079,"Other",421,2372,2017-05-08,4,0,0
7956,"US","treatment",14306,"Ios",317,1806,2017-05-11,5,0,0
2023,"CN","control",13128,"Web",416,2593,2017-05-17,10,1,0
2785,"GB","control",14566,"Ios",338,2243,2017-05-16,4,1,0
6347,"US","control",7201,"Other",348,2955,2017-05-09,1,0,0
3991,"CN","treatment",13620,"Ios",281,2402,2017-05-19,4,2,0
6301,"US","control",18879,"Android",203,1562,2017-05-09,7,0,0
7229,"CA","control",12679,"Ios",498,2600,2017-05-21,7,2,0
8254,"US","treatment",5128,"Other",353,1871,2017-05-16,3,1,0
4644,"US","treatment",17200,"Other",151,2600,2017-05-08,8,0,0
9046,"CN","treatment",7628,"Android",211,1067,2017-05-14,8,2,0
9986,"CA","control",16419,"Other",494,1499,2017-05-19,3,1,0
4601,"GB","control",16454,"Android",199,2181,2017-05-08,6,0,0
8051,"US","control",6068,"Other",138,2966,2017-05-20,5,0,0
3469,"US","control",12763,"Android",318,1610,2017-05-18,6,2,0
8624,"US","control",7353,"Web",389,2278,2017-05-12,4,0,0
4277,"US","control",19699,"Android",465,1099,2017-05-11,7,0,0
3572,"US","control",19932,"Ios",417,2140,2017-05-18,11,1,0
9704,"US","treatment",19030,"Other",290,1317,2017-05-19,6,3,98.2887326838252
1093,"US","treatment",9252,"Android",113,1426,2017-05-11,7,2,109.433058142484
1752,"CA","treatment",18815,"Ios",339,1114,2017-05-20,6,0,0
4560,"US","treatment",7138,"Other",348,1165,2017-05-21,2,1,0
1424,"GB","control",6301,"Ios",221,1673,2017-05-14,9,2,0
2559,"CN","control",17432,"Ios",261,1706,2017-05-17,3,0,0
1615,"CN","control",9668,"Android",195,1741,2017-05-10,9,0,0
5923,"GB","treatment",18421,"Web",108,1411,2017-05-12,8,4,0
9529,"US","control",18676,"Ios",195,2554,2017-05-10,2,0,0
6414,"GB","control",15420,"Other",216,2482,2017-05-13,4,1,0
1461,"CA","control",15556,"Android",497,1018,2017-05-19,2,0,0
8804,"US","control",7855,"Web",106,1057,2017-05-15,12,4,94.3167691649145
3872,"CA","control",10926,"Ios",100,1329,2017-05-14,10,4,67.2995472066041
9844,"CN","control",15854,"Ios",131,1615,2017-05-21,7,1,0
9930,"CA","treatment",19677,"Web",122,1290,2017-05-18,3,1,0
5420,"GB","treatment",15337,"Android",330,2550,2017-05-12,6,1,100.203583730135
9915,"US","control",8281,"Android",135,2694,2017-05-12,4,1,0
7296,"CN","treatment",7382,"Ios",366,1809,2017-05-17,4,1,0
7775,"US","treatment",13449,"Android",155,1829,2017-05-10,3,0,0
1961,"US","treatment",19338,"Ios",269,2864,2017-05-12,10,3,0
3765,"GB","control",11714,"Android",267,1519,2017-05-16,2,1,0
7206,"CA","control",18673,"Ios",153,1540,2017-05-09,8,1,0
8719,"GB","control",13062,"Ios",250,2491,2017-05-13,8,1,0
4291,"GB","control",10547,"Web",136,1050,2017-05-17,5,2,0
9251,"GB","control",19872,"Web",208,1912,2017-05-13,8,1,0
6925,"GB","control",12738,"Android",274,2540,2017-05-11,4,1,0
NA,"US","control",8611,"Ios",134,2832,2017-05-19,2,1,0
8807,"US","control",7491,"Web",471,1935,2017-05-18,11,3,0
6617,"CA","control",10868,"Ios",459,2429,2017-05-14,6,2,0
7662,"GB","treatment",13729,"Other",280,2712,2017-05-21,7,2,0
6238,"US","treatment",13633,"Web",427,1996,2017-05-10,6,1,0
6298,"CA","control",12070,"Other",259,2260,2017-05-16,7,1,0
4911,"CA","treatment",15044,"Other",263,1096,2017-05-18,6,1,463.954645743509
8672,"US","control",5907,"Web",462,2264,2017-05-12,5,2,0
8169,"US","treatment",16667,"Other",174,1678,2017-05-08,6,1,0
9559,"CA","treatment",19783,"Android",430,1461,2017-05-09,4,2,912.946214646753
9217,"CA","treatment",13278,"Android",239,2872,2017-05-16,4,1,98.5831599479217
2361,"US","control",17896,"Other",500,1377,2017-05-19,3,0,0
8139,"GB","control",19659,"Android",500,2558,2017-05-13,11,3,0
8983,"CA","control",11046,"Web",249,2725,2017-05-20,7,0,0
2691,"CA","treatment",5303,"Android",171,2638,2017-05-12,5,2,0
3387,"CN","control",12651,"Web",377,2413,2017-05-21,6,0,0
9346,"US","treatment",17137,"Android",349,1595,2017-05-13,1,0,0
2296,"CA","control",19297,"Web",228,1010,2017-05-08,5,0,0
9457,"CN","control",18905,"Other",314,2325,2017-05-08,8,1,0
4146,"US","treatment",12640,"Android",232,2898,2017-05-14,6,1,0
3680,"CA","control",7777,"Web",256,2880,2017-05-13,1,0,0
9494,"US","control",12747,"Android",386,1492,2017-05-09,4,1,0
8448,"CN","control",8855,"Android",119,1228,2017-05-08,1,0,0
8411,"CN","control",10834,"Ios",429,2826,2017-05-19,6,3,0
9530,"GB","control",9310,"Web",182,2793,2017-05-18,4,0,0
1002,"US","treatment",13047,"Android",365,1136,2017-05-10,9,1,104.331319649434
2650,"CN","treatment",15243,"Web",433,2977,2017-05-19,5,0,0
2205,"GB","control",12704,"Ios",244,2962,2017-05-16,9,1,0
1482,"CA","treatment",10462,"Other",340,2827,2017-05-09,6,1,0
3076,"US","control",16509,"Android",490,1005,2017-05-08,5,0,0
4562,"CA","treatment",18306,"Other",148,2430,2017-05-12,5,1,0
8087,"CA","treatment",18188,"Ios",267,1722,2017-05-14,2,1,0
9889,"CN","control",17537,"Other",429,1416,2017-05-15,6,0,0
7836,"CN","treatment",10046,"Other",441,2291,2017-05-19,6,2,97.8550925972044
1712,"CN","treatment",14305,"Web",307,1099,2017-05-12,5,0,0
7880,"GB","treatment",18228,"Web",494,2012,2017-05-16,7,1,0
9239,"GB","control",10953,"Ios",208,1969,2017-05-19,5,1,0
1692,"CA","control",8213,"Ios",340,1570,2017-05-13,7,1,0
2307,"CN","treatment",15186,"Android",134,2216,2017-05-16,9,1,0
7823,"CN","treatment",9529,"Other",223,2505,2017-05-13,5,0,0
7559,"US","treatment",15838,"Ios",165,2428,2017-05-14,10,3,101.735792097837
2027,"US","treatment",17944,"Ios",263,1581,2017-05-13,7,1,0
8744,"US","control",15511,"Other",498,1604,2017-05-12,11,3,0
3678,"US","treatment",12174,"Other",381,1730,2017-05-21,6,1,0
5684,"US","control",7088,"Android",415,2479,2017-05-08,5,1,0
4383,"CA","control",19942,"Ios",453,2007,2017-05-08,6,3,90.2401901022776
8077,"CN","treatment",14912,"Android",448,1370,2017-05-19,5,0,0
1227,"CN","treatment",9785,"Android",476,2305,2017-05-08,10,1,0
9724,"US","control",9667,"Android",339,2175,2017-05-19,2,0,0
